term,source_warriner,source_nrc,is_multiword,valence_mean,arousal_mean,dominance_mean,merge_strategy,confidence
if not,False,True,True,-0.518,-0.124,-0.594,nrc_only,0.7
audit,True,True,False,-0.3975,0.15950000000000003,0.07,both_weighted,0.9
aggravated,False,True,False,-0.842,0.52,-0.14,nrc_only,0.7
confusability,False,True,False,-0.667,-0.593,-0.519,nrc_only,0.7
licence,False,True,False,0.278,0.048,0.481,nrc_only,0.7
dimensionality,False,True,False,0.0,-0.571,0.167,nrc_only,0.7
unreferenced,False,True,False,-0.333,-0.63,-0.25,nrc_only,0.7
uninspired,False,True,False,-0.674,-0.445,-0.48,nrc_only,0.7
public eye,False,True,True,-0.194,0.152,0.186,nrc_only,0.7
nonvoting,False,True,False,-0.333,-0.667,-0.5,nrc_only,0.7
irritant,False,True,False,-0.667,0.611,-0.571,nrc_only,0.7
deposable,False,True,False,-0.333,-0.037,-0.583,nrc_only,0.7
midtown,True,True,False,0.08275,-0.15799999999999997,0.10550000000000001,both_weighted,0.9
major league,False,True,True,0.414,0.266,0.388,nrc_only,0.7
administrator,True,True,False,0.07800000000000004,-0.05249999999999998,0.4620000000000001,both_weighted,0.9
sanitizer,False,True,False,0.5,0.458,0.292,nrc_only,0.7
tail off,False,True,True,-0.188,-0.186,-0.258,nrc_only,0.7
electivity,False,True,False,0.0,-0.333,0.389,nrc_only,0.7
draw in,False,True,True,0.142,0.104,-0.034,nrc_only,0.7
harm,True,True,False,-0.81325,0.29150000000000004,-0.20825,both_weighted,0.9
beaver,True,True,False,-0.01,-0.27475000000000005,-0.08824999999999995,both_weighted,0.9
judas priest,False,True,True,-0.178,0.186,0.0,nrc_only,0.7
mutuality,False,True,False,0.667,-0.667,0.286,nrc_only,0.7
turbidity,False,True,False,-0.504,0.214,-0.214,nrc_only,0.7
sykes,False,True,False,0.0,0.148,0.0,nrc_only,0.7
alliteration,False,True,False,0.407,0.286,0.25,nrc_only,0.7
worth,False,True,False,0.744,0.02,0.778,nrc_only,0.7
stickman,False,True,False,0.0,0.0,-0.222,nrc_only,0.7
confuser,False,True,False,-0.556,0.667,-0.481,nrc_only,0.7
philharmonic,False,True,False,1.0,0.667,0.571,nrc_only,0.7
rowing,True,True,False,0.010499999999999989,-0.21075,0.07575000000000001,both_weighted,0.9
biweekly,False,True,False,0.162,-0.326,-0.09,nrc_only,0.7
inflamer,False,True,False,-0.667,0.944,0.476,nrc_only,0.7
clumsily,False,True,False,-0.667,0.667,-0.778,nrc_only,0.7
implied,False,True,False,-0.346,0.06,-0.038,nrc_only,0.7
egoism,False,True,False,-0.519,-0.667,0.852,nrc_only,0.7
ardent,True,True,False,0.18775000000000003,0.3255,0.262,both_weighted,0.9
demobilization,False,True,False,-0.222,-0.667,-0.542,nrc_only,0.7
sparkle,True,True,False,0.5814999999999999,0.23250000000000004,0.08999999999999996,both_weighted,0.9
thanksgiving,True,True,False,0.6507499999999999,-0.057249999999999975,0.29325,both_weighted,0.9
militiaman,False,True,False,0.067,0.667,0.833,nrc_only,0.7
blushing,False,True,False,0.02,0.578,-0.424,nrc_only,0.7
suddenly,False,True,False,0.34,0.02,-0.088,nrc_only,0.7
rationalism,False,True,False,0.124,0.0,0.352,nrc_only,0.7
trash bag,False,True,True,-0.534,-0.032,-0.516,nrc_only,0.7
renegotiation,False,True,False,0.0,0.5,0.571,nrc_only,0.7
suit to,False,True,True,0.068,-0.204,0.0,nrc_only,0.7
building,True,True,False,0.26374999999999993,-0.41825,0.298,both_weighted,0.9
short leash,False,True,True,-0.6,-0.08,-0.034,nrc_only,0.7
superphosphate,False,True,False,0.593,0.0,0.222,nrc_only,0.7
briskness,False,True,False,0.667,1.0,0.625,nrc_only,0.7
consolation,True,True,False,-0.03325000000000003,-0.45625,-0.23225,both_weighted,0.9
chokehold,False,True,False,-0.5,0.262,-0.134,nrc_only,0.7
itinerate,False,True,False,0.167,0.667,0.19,nrc_only,0.7
revolve,True,True,False,0.26325,-0.035250000000000045,-0.13925,both_weighted,0.9
unexaggerated,False,True,False,0.2,-0.625,0.133,nrc_only,0.7
meteorology,False,True,False,0.26,-0.164,0.378,nrc_only,0.7
ramen noodles,False,True,True,0.154,-0.032,-0.344,nrc_only,0.7
faintest,False,True,False,-0.333,-0.75,-0.875,nrc_only,0.7
achieve success,False,True,True,1.0,0.118,0.75,nrc_only,0.7
inaptly,False,True,False,-0.667,-0.625,-0.667,nrc_only,0.7
smuggler,True,True,False,-0.63175,0.3195,0.07625000000000001,both_weighted,0.9
fattiness,False,True,False,-0.667,-0.667,-0.375,nrc_only,0.7
unceremonious,False,True,False,-0.524,0.0,-0.048,nrc_only,0.7
repute,False,True,False,0.458,0.0,0.404,nrc_only,0.7
pop over,False,True,True,-0.156,0.298,-0.138,nrc_only,0.7
one bit,False,True,True,-0.188,-0.136,-0.276,nrc_only,0.7
unfamiliar,True,True,False,-0.38850000000000007,0.08049999999999996,-0.352,both_weighted,0.9
hybridism,False,True,False,0.0,0.0,0.296,nrc_only,0.7
fiver,True,True,False,-0.011999999999999976,-0.047249999999999986,-0.07050000000000002,both_weighted,0.9
honoree,False,True,False,1.0,-0.593,0.524,nrc_only,0.7
unsmiling,False,True,False,-0.667,-0.667,0.542,nrc_only,0.7
adventurist,False,True,False,0.619,0.667,0.708,nrc_only,0.7
poltergeist,True,True,False,-0.30399999999999994,0.35274999999999995,-0.07475000000000002,both_weighted,0.9
aim at,False,True,True,0.26,0.214,0.25,nrc_only,0.7
perceptibly,False,True,False,0.0,0.333,0.167,nrc_only,0.7
fictitiously,False,True,False,-0.333,0.0,0.0,nrc_only,0.7
microbiologic,False,True,False,0.083,0.0,0.444,nrc_only,0.7
unbeneficial,False,True,False,-0.81,-0.667,-0.542,nrc_only,0.7
cosmopolitan,True,True,False,0.423,-0.1325,0.34125000000000005,both_weighted,0.9
fourteenth,False,True,False,0.0,0.0,0.0,nrc_only,0.7
wheeze,True,True,False,-0.43725,-0.13299999999999998,-0.21025000000000002,both_weighted,0.9
psalmist,False,True,False,0.667,0.524,0.533,nrc_only,0.7
up against,False,True,True,-0.448,0.23,-0.392,nrc_only,0.7
nephrology,False,True,False,0.111,-0.083,0.481,nrc_only,0.7
macho,True,True,False,0.12299999999999997,0.06,0.16850000000000004,both_weighted,0.9
deselect,False,True,False,-0.222,-0.556,0.458,nrc_only,0.7
recuperate,False,True,False,0.667,-0.875,-0.056,nrc_only,0.7
dichloride,False,True,False,0.0,0.0,0.0,nrc_only,0.7
starkly,False,True,False,-0.296,0.0,0.0,nrc_only,0.7
merch,False,True,False,0.226,-0.076,-0.124,nrc_only,0.7
alarmed,False,True,False,-0.624,0.644,-0.016,nrc_only,0.7
answerable,False,True,False,0.416,-0.038,0.5,nrc_only,0.7
passion fruit,False,True,True,0.5,-0.136,-0.134,nrc_only,0.7
sagging,False,True,False,-0.667,-0.667,-0.583,nrc_only,0.7
piranha,True,True,False,-0.4685,0.3465,-0.029999999999999985,both_weighted,0.9
dulcimer,False,True,False,0.667,-0.111,0.0,nrc_only,0.7
sequent,False,True,False,0.062,-0.154,0.182,nrc_only,0.7
warlike,False,True,False,-0.266,0.694,0.558,nrc_only,0.7
connotation,False,True,False,0.0,-0.667,0.292,nrc_only,0.7
endoderm,False,True,False,0.0,-0.889,0.0,nrc_only,0.7
townscape,False,True,False,0.593,-0.556,0.111,nrc_only,0.7
advocatory,False,True,False,0.611,0.63,0.593,nrc_only,0.7
hypothermic,False,True,False,-0.714,-0.958,-0.852,nrc_only,0.7
pedestrianism,False,True,False,0.0,0.667,-0.185,nrc_only,0.7
lurid,False,True,False,-0.628,0.666,0.072,nrc_only,0.7
coiner,False,True,False,0.0,0.571,0.556,nrc_only,0.7
look over,False,True,True,0.108,-0.216,0.094,nrc_only,0.7
jute,False,True,False,0.102,-0.568,-0.41,nrc_only,0.7
bowling ball,False,True,True,0.178,0.0,0.134,nrc_only,0.7
brass,True,True,False,0.006249999999999978,-0.305,0.10875000000000003,both_weighted,0.9
verdant,False,True,False,0.2,-0.48,-0.222,nrc_only,0.7
floppy disk,False,True,True,-0.452,-0.164,-0.166,nrc_only,0.7
leg up,False,True,True,0.0,-0.046,-0.036,nrc_only,0.7
go past,False,True,True,-0.42,0.022,-0.076,nrc_only,0.7
theatrical,True,True,False,0.25749999999999995,0.23500000000000004,0.28975,both_weighted,0.9
doggishness,False,True,False,-0.667,-0.667,0.0,nrc_only,0.7
quizmaster,False,True,False,0.333,0.667,0.833,nrc_only,0.7
quaver,False,True,False,-0.333,0.619,-0.593,nrc_only,0.7
austerity,False,True,False,-0.124,-0.188,0.068,nrc_only,0.7
inserted,False,True,False,-0.015,-0.196,-0.048,nrc_only,0.7
clove,True,True,False,0.005250000000000032,-0.41400000000000003,-0.1175,both_weighted,0.9
parallel parking,False,True,True,-0.206,-0.288,0.104,nrc_only,0.7
wayfare,False,True,False,0.037,0.667,0.0,nrc_only,0.7
meadowlark,False,True,False,0.667,0.333,0.0,nrc_only,0.7
intelligent,True,True,False,0.742,0.12475,0.5892499999999999,both_weighted,0.9
margin,True,True,False,-0.03125,-0.44225000000000003,-0.15024999999999997,both_weighted,0.9
radiant,True,True,False,0.58725,0.22075000000000003,0.4835,both_weighted,0.9
cornflake,False,True,False,0.333,-0.148,0.0,nrc_only,0.7
jersey,False,True,False,0.188,-0.366,-0.178,nrc_only,0.7
overdraw,False,True,False,-0.667,0.667,0.148,nrc_only,0.7
lamp,True,True,False,0.10250000000000002,-0.52625,-0.061,both_weighted,0.9
shebang,False,True,False,0.048,0.571,0.0,nrc_only,0.7
mock,True,True,False,-0.28875,0.09975000000000002,0.13924999999999998,both_weighted,0.9
tiff,False,True,False,0.062,-0.17,-0.314,nrc_only,0.7
flock,True,True,False,0.03125,-0.14400000000000002,0.09049999999999998,both_weighted,0.9
islamic,False,True,False,0.0,0.0,0.19,nrc_only,0.7
gasp,True,True,False,-0.1225,0.33025000000000004,-0.24200000000000005,both_weighted,0.9
detect,True,True,False,0.04224999999999998,-0.03374999999999996,0.23000000000000004,both_weighted,0.9
narcotic,True,True,False,-0.583,0.28049999999999997,-0.24374999999999997,both_weighted,0.9
dickhead,True,True,False,-0.685,0.14049999999999996,-0.40349999999999997,both_weighted,0.9
babbler,False,True,False,-0.667,0.667,-0.583,nrc_only,0.7
pose as,False,True,True,-0.124,-0.064,-0.036,nrc_only,0.7
piece together,False,True,True,0.1,0.09,0.206,nrc_only,0.7
nonhereditary,False,True,False,0.0,-0.593,-0.5,nrc_only,0.7
come down,False,True,True,-0.516,-0.23,-0.222,nrc_only,0.7
made up,False,True,True,0.286,-0.028,0.0,nrc_only,0.7
illuminate,True,True,False,0.6025,0.23850000000000002,0.47325,both_weighted,0.9
exhortation,False,True,False,0.062,0.248,0.16,nrc_only,0.7
fro,False,True,False,0.0,1.0,-0.556,nrc_only,0.7
mailing list,False,True,True,0.0,-0.074,0.2,nrc_only,0.7
typographical,False,True,False,-0.333,-0.37,0.0,nrc_only,0.7
prefigure,False,True,False,0.037,0.333,0.667,nrc_only,0.7
breeze,True,True,False,0.6632500000000001,-0.44099999999999995,-0.18625000000000003,both_weighted,0.9
thrash,True,True,False,-0.43,-0.07750000000000003,-0.021750000000000023,both_weighted,0.9
interject,True,True,False,-0.25575000000000003,-0.037000000000000005,0.18049999999999997,both_weighted,0.9
quadruplet,False,True,False,0.667,0.667,0.0,nrc_only,0.7
sarcastically,False,True,False,-0.667,0.63,0.519,nrc_only,0.7
lackey,True,True,False,-0.32499999999999996,-0.115,-0.44275000000000003,both_weighted,0.9
full page,False,True,True,0.134,-0.092,0.206,nrc_only,0.7
plumpish,False,True,False,0.333,-0.333,-0.286,nrc_only,0.7
challengeable,False,True,False,-0.222,0.667,-0.148,nrc_only,0.7
indiscreetness,False,True,False,-0.667,0.625,-0.5,nrc_only,0.7
astigmatic,False,True,False,-0.476,-0.133,-0.481,nrc_only,0.7
created,False,True,False,0.667,0.667,0.619,nrc_only,0.7
jealously,False,True,False,-0.815,0.667,-0.476,nrc_only,0.7
enquiry,False,True,False,0.667,0.63,0.375,nrc_only,0.7
frizzy,False,True,False,-0.417,0.0,-0.333,nrc_only,0.7
sheepskin,False,True,False,0.5,-0.667,-0.444,nrc_only,0.7
count out,False,True,True,-0.344,-0.196,-0.206,nrc_only,0.7
all downhill,False,True,True,-0.434,0.182,-0.344,nrc_only,0.7
secrecy,True,True,False,-0.3122499999999999,0.07149999999999997,-0.014999999999999993,both_weighted,0.9
growler,False,True,False,-0.042,0.667,0.083,nrc_only,0.7
constitutively,False,True,False,0.0,-0.667,0.37,nrc_only,0.7
feudal,False,True,False,-0.266,-0.26,0.22,nrc_only,0.7
grabber,False,True,False,-0.2,0.667,0.481,nrc_only,0.7
jargonistic,False,True,False,-0.5,-0.5,0.238,nrc_only,0.7
cutie pie,False,True,True,0.75,-0.112,-0.366,nrc_only,0.7
holistic,True,True,False,0.33625000000000005,-0.402,0.03324999999999996,both_weighted,0.9
tweedy,False,True,False,0.0,0.0,0.0,nrc_only,0.7
unite,True,True,False,0.45600000000000007,-0.35125,0.34124999999999994,both_weighted,0.9
money back,False,True,True,-0.074,-0.062,-0.066,nrc_only,0.7
shoot off,False,True,True,-0.242,0.112,-0.3,nrc_only,0.7
departmental,True,True,False,0.07075,-0.188,-0.09025,both_weighted,0.9
disparately,False,True,False,-0.333,0.0,0.0,nrc_only,0.7
highroad,False,True,False,0.667,0.0,0.444,nrc_only,0.7
be here,False,True,True,0.334,-0.152,0.156,nrc_only,0.7
thousand times,False,True,True,0.322,0.15,0.48,nrc_only,0.7
triad,True,True,False,-0.11599999999999996,-0.15574999999999997,0.05925,both_weighted,0.9
divisional,False,True,False,0.0,-0.407,0.625,nrc_only,0.7
brakeless,False,True,False,-0.667,0.704,-0.417,nrc_only,0.7
imagining,False,True,False,0.53,-0.084,0.09,nrc_only,0.7
make room,False,True,True,0.064,-0.22,-0.032,nrc_only,0.7
mix up,False,True,True,-0.3,-0.016,-0.162,nrc_only,0.7
dig deep,False,True,True,-0.258,0.23,0.072,nrc_only,0.7
hydrotherapeutic,False,True,False,0.667,-0.63,0.5,nrc_only,0.7
dry out,False,True,True,-0.534,-0.388,-0.404,nrc_only,0.7
head to,False,True,True,-0.25,0.036,0.2,nrc_only,0.7
univalve,False,True,False,0.0,-0.5,0.0,nrc_only,0.7
tribesman,False,True,False,0.0,0.19,0.286,nrc_only,0.7
invulnerable,True,True,False,0.18324999999999997,0.03925000000000001,0.29000000000000004,both_weighted,0.9
pedagogy,False,True,False,0.704,0.593,0.519,nrc_only,0.7
baby talk,False,True,True,0.608,-0.148,-0.3,nrc_only,0.7
covetous,False,True,False,-0.667,0.667,-0.619,nrc_only,0.7
rheumatoid,False,True,False,-1.0,-0.292,-0.593,nrc_only,0.7
skimmed,False,True,False,-0.333,0.125,0.148,nrc_only,0.7
hair dye,False,True,True,-0.286,-0.152,-0.36,nrc_only,0.7
sublimation,False,True,False,0.02,-0.22,0.076,nrc_only,0.7
digester,False,True,False,0.0,0.778,0.556,nrc_only,0.7
deficit,True,True,False,-0.39825,-0.10124999999999995,-0.3335,both_weighted,0.9
state government,False,True,True,0.2,0.096,0.25,nrc_only,0.7
halloween costume,False,True,True,0.138,-0.028,0.1,nrc_only,0.7
hotelkeeper,False,True,False,0.0,0.625,0.375,nrc_only,0.7
hood,True,True,False,-0.14924999999999997,-0.24975,-0.21149999999999997,both_weighted,0.9
malpractice,True,True,False,-0.6885,0.09149999999999997,-0.25750000000000006,both_weighted,0.9
retinal,True,True,False,-0.053999999999999965,-0.32575,-0.061250000000000006,both_weighted,0.9
heartthrob,False,True,False,0.704,0.704,0.619,nrc_only,0.7
fatalist,False,True,False,-0.667,-0.667,-0.667,nrc_only,0.7
senor,True,True,False,0.05700000000000002,-0.37675,0.31500000000000006,both_weighted,0.9
bowing,False,True,False,0.292,0.444,-0.852,nrc_only,0.7
macrocosm,False,True,False,0.667,-0.593,0.556,nrc_only,0.7
vulture,True,True,False,-0.40525,0.104,-0.09925000000000003,both_weighted,0.9
dynamo,True,True,False,0.18225,0.17249999999999996,0.19550000000000003,both_weighted,0.9
unpremeditated,False,True,False,-0.074,0.042,-0.286,nrc_only,0.7
differentiable,False,True,False,0.667,-0.667,0.542,nrc_only,0.7
analyzer,True,True,False,0.07750000000000001,-0.134,0.46399999999999997,both_weighted,0.9
pub,True,True,False,0.14825000000000002,0.05700000000000005,0.030999999999999965,both_weighted,0.9
stuffing,False,True,False,-0.166,-0.352,-0.392,nrc_only,0.7
tungsten,False,True,False,0.0,0.0,0.524,nrc_only,0.7
exclusionary,False,True,False,-0.667,0.083,0.852,nrc_only,0.7
thorniness,False,True,False,-0.619,-0.542,0.083,nrc_only,0.7
foliation,False,True,False,0.0,-0.667,0.042,nrc_only,0.7
expendable,True,True,False,-0.16474999999999998,0.0037500000000000398,-0.202,both_weighted,0.9
powdered,True,True,False,0.06000000000000004,-0.3525,-0.05124999999999995,both_weighted,0.9
unqualified,True,True,False,-0.52,-0.10825000000000001,-0.452,both_weighted,0.9
shower curtain,False,True,True,0.034,0.07,0.0,nrc_only,0.7
insinuate,True,True,False,-0.32175,0.16249999999999998,0.017999999999999988,both_weighted,0.9
newsmaker,False,True,False,0.533,0.667,0.917,nrc_only,0.7
incarnation,False,True,False,0.048,-0.185,0.333,nrc_only,0.7
brazen,True,True,False,-0.208,0.22375,0.09799999999999996,both_weighted,0.9
shabbiness,False,True,False,-1.0,-0.667,-0.852,nrc_only,0.7
bubblegum,False,True,False,0.667,0.333,-0.259,nrc_only,0.7
danes,False,True,False,0.0,0.0,0.407,nrc_only,0.7
glowworm,False,True,False,0.667,0.042,-0.286,nrc_only,0.7
rumpus,True,True,False,-0.057,-0.03774999999999998,-0.078,both_weighted,0.9
mockery,True,True,False,-0.5602499999999999,0.24100000000000005,-0.43024999999999997,both_weighted,0.9
luminescence,False,True,False,0.917,-0.125,0.111,nrc_only,0.7
vestry,False,True,False,0.083,-0.667,0.0,nrc_only,0.7
eulogistic,False,True,False,0.48,0.246,0.388,nrc_only,0.7
embroidered,False,True,False,0.354,-0.442,-0.186,nrc_only,0.7
elegant,True,True,False,0.615,-0.07875000000000004,0.30375,both_weighted,0.9
threefold,False,True,False,0.042,-0.2,0.068,nrc_only,0.7
unstipulated,False,True,False,-0.167,-0.704,-0.074,nrc_only,0.7
controversially,False,True,False,-0.333,0.375,0.389,nrc_only,0.7
noticeably,False,True,False,0.0,0.444,0.0,nrc_only,0.7
selection,True,True,False,0.10649999999999996,-0.29125,0.3225,both_weighted,0.9
tornado,True,True,False,-0.41125,0.70225,0.017749999999999988,both_weighted,0.9
affirmative action,False,True,True,0.266,0.286,0.108,nrc_only,0.7
bike,True,True,False,0.3454999999999999,-0.1725,-0.05575000000000005,both_weighted,0.9
damn it,False,True,True,-0.83,0.12,-0.1,nrc_only,0.7
jumprope,False,True,False,0.583,1.0,-0.111,nrc_only,0.7
afterhours,False,True,False,0.111,0.625,0.0,nrc_only,0.7
ratio,True,True,False,0.019999999999999962,-0.27525,0.21475,both_weighted,0.9
trickiness,False,True,False,-0.625,0.667,0.444,nrc_only,0.7
blood transfusion,False,True,True,-0.358,0.196,-0.166,nrc_only,0.7
ragman,False,True,False,-0.571,-0.5,-0.667,nrc_only,0.7
supernatural,True,True,False,0.25325,0.43650000000000005,0.10800000000000001,both_weighted,0.9
forest green,False,True,True,0.222,0.044,0.178,nrc_only,0.7
picked up,False,True,True,0.074,0.048,0.034,nrc_only,0.7
in case,False,True,True,-0.322,-0.222,0.21,nrc_only,0.7
disdainfulness,False,True,False,-0.667,-0.444,0.704,nrc_only,0.7
legally binding,False,True,True,-0.334,0.156,0.58,nrc_only,0.7
bur,False,True,False,-0.23,-0.294,-0.372,nrc_only,0.7
cheese pizza,False,True,True,0.286,-0.164,0.234,nrc_only,0.7
enormously,False,True,False,0.52,0.388,0.744,nrc_only,0.7
for one,False,True,True,-0.1,-0.274,-0.178,nrc_only,0.7
volts,False,True,False,0.0,0.148,0.667,nrc_only,0.7
so right,False,True,True,0.466,-0.2,0.1,nrc_only,0.7
rhino,True,True,False,0.18725,-0.06350000000000004,0.07624999999999998,both_weighted,0.9
one hundred,False,True,True,0.448,-0.102,0.29,nrc_only,0.7
colleague,True,True,False,0.27249999999999996,-0.27449999999999997,0.18750000000000003,both_weighted,0.9
senility,False,True,False,-1.0,-0.952,-0.611,nrc_only,0.7
ticketless,False,True,False,-0.333,-0.074,-0.208,nrc_only,0.7
homecare,False,True,False,0.667,-0.667,-0.571,nrc_only,0.7
seizure,True,True,False,-0.5667500000000001,0.23375,-0.21425000000000002,both_weighted,0.9
determinist,False,True,False,0.0,0.222,0.667,nrc_only,0.7
abstinence,True,True,False,-0.43624999999999997,-0.33925,0.008999999999999966,both_weighted,0.9
encyclopedia,True,True,False,0.32149999999999995,-0.18,0.33000000000000007,both_weighted,0.9
banana bread,False,True,True,0.282,-0.112,0.0,nrc_only,0.7
flimsiness,False,True,False,-0.667,-0.667,-0.857,nrc_only,0.7
narcissistic,True,True,False,-0.427,0.208,0.14750000000000005,both_weighted,0.9
strike on,False,True,True,-0.31,0.05,-0.068,nrc_only,0.7
meagerly,False,True,False,-0.667,-0.625,-0.857,nrc_only,0.7
take it,False,True,True,0.166,-0.242,0.034,nrc_only,0.7
raiders,False,True,False,-0.333,1.0,0.963,nrc_only,0.7
clear up,False,True,True,0.0,-0.226,-0.342,nrc_only,0.7
overnight,False,True,False,-0.42,-0.264,0.1,nrc_only,0.7
upcoming,True,True,False,0.39175,-0.10250000000000001,0.08125,both_weighted,0.9
distracter,False,True,False,-0.583,0.667,-0.619,nrc_only,0.7
logo,True,True,False,0.03525000000000003,-0.41400000000000003,0.065,both_weighted,0.9
mania,True,True,False,-0.38249999999999995,0.15050000000000002,-0.26425,both_weighted,0.9
samsonite,False,True,False,0.519,0.0,0.417,nrc_only,0.7
withdrawer,False,True,False,-0.625,-0.667,-0.762,nrc_only,0.7
whig,False,True,False,0.0,0.63,0.375,nrc_only,0.7
